crop,season,soil_type,sown_month,harvested_month,water_source,ph,crop_duration_days,temperature,humidity,n,p,k
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.4,305.9,24.2,75.3,181.3,95.7,124.5
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.9,319.5,22.7,70.7,162.3,75.5,120.7
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.3,317.7,26.5,74.1,176.7,95.6,126.7
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.9,314.5,22.8,65.1,154.3,84.5,131.4
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.9,308.6,25.8,72.0,161.6,66.5,123.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.5,320.9,26.7,72.1,168.0,99.3,132.7
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.6,315.1,25.2,69.7,161.6,98.1,139.4
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.1,329.6,21.6,71.6,172.7,87.5,131.1
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.8,314.6,22.4,67.2,170.4,99.5,120.8
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,8.0,310.9,25.7,70.4,172.3,94.9,127.7
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.6,304.6,24.2,79.9,190.7,63.4,122.2
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.0,325.9,25.3,78.9,168.2,78.8,138.5
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.7,316.1,24.2,71.1,186.8,95.3,126.6
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.3,322.9,21.9,69.2,179.5,91.1,125.3
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.9,325.7,21.7,72.8,188.2,98.3,123.0
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.7,306.0,23.3,73.5,177.3,75.4,134.4
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.6,311.5,26.6,65.0,195.6,71.1,145.2
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.7,325.5,24.9,67.5,198.2,95.9,144.2
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.9,328.3,26.4,69.8,152.8,90.4,139.7
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.5,323.3,24.5,70.5,163.4,93.3,135.8
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.8,316.6,22.7,67.1,157.6,92.6,130.2
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.8,324.7,22.7,77.2,192.7,60.5,125.2
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.5,310.4,24.9,74.7,157.1,92.8,122.6
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.9,305.1,26.7,78.6,168.9,64.4,146.4
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.6,305.2,26.4,70.4,180.2,84.6,121.8
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,8.0,329.7,23.4,71.2,150.6,94.8,128.9
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.9,304.8,26.7,75.2,194.0,64.5,142.4
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.7,302.6,22.2,78.1,159.4,71.4,122.7
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.0,305.2,25.5,66.1,182.2,98.5,132.6
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.0,305.8,25.4,74.8,166.3,88.2,134.3
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.7,301.6,21.4,68.5,161.7,95.4,125.6
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.6,309.3,26.7,76.3,189.7,81.9,120.5
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.0,304.0,25.5,68.5,154.1,83.4,136.3
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.1,319.3,26.9,74.8,195.2,81.6,137.3
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.1,318.4,22.8,78.8,184.3,60.1,138.8
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.0,322.3,26.0,77.3,193.6,62.7,132.9
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.6,326.5,26.4,74.9,186.4,88.8,138.0
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.8,301.7,23.4,72.2,167.9,63.6,137.2
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.2,307.3,25.6,77.1,150.1,91.4,136.2
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.2,304.0,24.6,69.4,155.1,80.5,148.5
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.7,312.4,24.5,73.3,184.8,60.4,135.2
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.2,326.0,23.6,69.5,166.6,67.5,130.0
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.4,316.3,26.3,79.7,175.0,70.3,142.0
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,8.0,300.0,25.4,66.0,160.0,83.9,120.8
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.7,327.5,23.8,74.5,160.5,77.3,146.9
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.6,316.9,23.6,71.1,176.9,60.2,140.4
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.0,305.7,26.8,77.9,193.9,72.7,136.8
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.8,322.8,26.2,78.7,167.4,66.4,145.5
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.8,315.9,23.0,67.0,162.9,84.3,149.6
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.2,325.6,24.3,73.6,180.4,85.4,134.1
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,8.0,317.7,24.4,78.3,173.1,62.2,121.7
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.6,304.7,23.9,74.3,179.2,98.7,120.3
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.3,302.3,26.7,76.3,158.3,98.2,121.2
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.1,323.7,25.6,71.7,156.1,69.4,140.4
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.8,315.3,21.8,77.7,162.2,84.5,148.4
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.4,311.9,24.2,78.9,189.1,70.5,133.2
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.5,304.1,22.6,76.7,152.6,80.0,137.0
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.8,309.3,23.2,71.9,158.1,65.5,121.7
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.2,327.9,26.5,77.3,162.5,74.2,127.6
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.6,315.5,26.6,67.4,155.3,99.6,138.3
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.4,319.6,24.9,75.5,154.7,76.2,134.5
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.8,320.0,25.7,69.7,177.4,81.4,126.0
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,8.0,301.1,24.6,72.9,157.0,76.3,124.3
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.6,318.9,25.9,70.5,164.5,88.8,133.7
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.6,304.7,23.1,79.0,161.4,70.4,128.5
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.3,308.9,25.3,66.1,180.8,91.7,128.9
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.2,309.7,25.5,72.3,160.4,89.6,133.9
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.1,327.0,21.4,74.4,168.4,67.2,134.1
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.5,313.4,24.1,71.1,171.2,94.4,133.8
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.7,323.8,24.3,68.2,191.8,75.2,132.6
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.3,316.4,21.1,74.2,192.8,74.6,147.7
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.6,328.9,25.3,65.7,197.4,74.6,122.1
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,8.0,306.0,22.6,65.4,163.3,76.9,147.4
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.8,313.8,24.5,67.8,194.8,71.0,149.2
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.7,304.4,23.6,77.1,183.4,62.0,128.9
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.8,301.2,24.5,73.8,174.9,99.9,132.1
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.9,319.1,25.4,66.5,165.1,69.8,147.6
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.0,305.8,26.3,69.7,198.6,64.2,122.9
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.8,316.6,25.0,75.0,195.0,85.2,121.0
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.7,307.2,26.8,79.8,197.0,75.3,135.3
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.8,315.1,24.0,70.2,174.1,94.9,143.5
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.6,329.4,25.1,78.9,183.6,67.2,122.0
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.2,325.6,23.8,68.0,184.2,79.6,121.9
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.8,301.3,23.1,79.9,161.6,75.9,128.6
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.5,316.1,25.2,71.1,169.7,63.7,120.4
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.2,316.9,22.8,73.6,191.4,85.7,121.6
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.6,303.6,23.4,73.0,188.3,92.9,148.7
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.8,316.6,21.4,65.8,184.7,71.6,121.6
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.3,329.2,23.4,68.7,186.4,96.0,121.3
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.0,310.6,24.9,74.8,180.9,94.3,134.2
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.8,328.7,21.6,77.9,193.3,65.5,135.4
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.3,307.4,25.7,71.4,187.1,94.7,136.1
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.9,306.7,25.3,69.4,155.0,82.2,138.7
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.3,306.3,21.7,67.6,185.1,98.3,147.5
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.4,321.3,25.8,77.6,178.0,79.3,124.9
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.6,303.4,22.0,76.8,173.5,83.9,142.5
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.9,312.6,23.5,78.0,161.6,97.2,142.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.6,309.3,25.7,65.6,157.4,94.6,144.4
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.9,323.5,21.3,72.7,199.1,63.0,138.3
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.2,319.4,24.4,65.0,164.7,97.7,143.9
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.8,301.7,25.2,77.2,152.8,76.7,134.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.0,305.7,25.6,65.7,151.0,66.1,138.6
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.4,318.4,22.2,67.7,198.9,96.5,127.5
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.8,320.8,22.1,74.4,196.7,79.4,120.9
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.1,321.7,25.8,71.5,189.8,75.0,132.2
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.5,303.7,24.7,68.0,185.9,71.1,133.6
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.5,313.5,25.6,71.1,197.6,81.4,132.9
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.6,312.8,22.8,73.3,160.3,62.4,131.0
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.9,326.1,21.2,73.3,155.0,99.5,129.8
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.7,300.1,26.0,77.9,167.4,93.4,129.2
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.7,317.5,26.8,68.3,152.4,62.7,136.6
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.9,325.7,24.4,78.5,162.6,96.0,123.1
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.2,329.6,22.3,72.7,168.6,82.5,132.8
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.7,300.3,26.0,71.8,182.6,64.0,127.5
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.0,314.6,21.7,75.0,189.5,64.0,126.9
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.4,327.9,26.6,76.7,184.9,89.3,128.0
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.0,305.7,24.6,79.0,165.2,78.9,147.8
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.5,312.3,25.7,65.6,164.0,70.8,126.1
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.3,317.5,23.0,66.8,191.5,77.7,140.2
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.9,310.9,22.1,74.6,159.5,66.3,137.9
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.5,301.1,21.2,73.6,191.5,86.5,127.6
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.7,305.3,22.2,71.2,166.0,84.3,120.5
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.3,314.1,24.6,72.4,191.1,70.8,127.5
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.2,312.5,21.7,69.4,182.3,90.5,133.0
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.1,318.3,26.7,76.7,151.8,85.1,131.0
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.9,305.0,22.3,71.0,188.4,92.5,146.1
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.7,310.5,21.4,66.6,181.7,98.4,133.9
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.8,328.2,24.4,76.7,185.7,90.1,140.5
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.2,327.9,25.8,75.9,180.7,64.6,129.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.6,321.0,23.3,75.9,152.5,88.4,124.7
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.9,311.2,26.5,70.7,179.0,87.7,140.6
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.2,307.7,24.8,79.9,182.8,93.9,125.8
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.8,327.7,26.6,70.9,183.8,75.5,135.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.8,304.5,25.9,73.4,160.3,88.6,120.9
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.7,322.4,24.3,79.9,154.7,66.5,137.7
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.0,324.3,24.9,76.7,186.9,79.3,131.7
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.1,319.1,26.9,80.0,160.9,80.5,142.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.3,307.6,22.7,74.0,164.8,63.3,149.7
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.5,307.1,22.9,78.1,180.9,69.2,149.9
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.8,328.7,23.7,68.4,153.8,82.7,128.4
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.8,317.8,26.8,68.7,172.5,60.5,127.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.8,307.2,23.4,73.2,187.7,90.8,143.5
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.6,318.5,22.2,66.4,198.8,96.6,144.3
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.7,302.8,25.6,67.0,158.1,94.2,133.6
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.1,320.7,24.6,70.6,157.1,82.9,122.9
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.8,302.9,27.0,74.6,170.1,81.7,134.0
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.8,322.4,26.3,65.7,151.1,89.6,120.4
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.3,301.6,25.9,71.8,173.0,66.3,131.3
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.7,318.5,26.4,74.7,190.9,65.8,132.9
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.5,302.9,21.8,78.8,173.2,79.8,131.3
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.7,311.8,24.2,77.3,186.0,96.3,138.9
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.4,307.3,23.6,65.4,162.3,88.9,123.1
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.8,312.9,24.9,74.2,150.0,68.4,130.7
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.5,312.0,24.4,66.1,165.7,72.3,139.8
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.3,308.9,22.3,68.7,177.9,93.2,125.8
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.6,320.8,22.6,78.0,188.3,60.7,134.9
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.8,324.9,21.4,65.3,173.0,65.0,145.7
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.3,301.9,25.2,68.9,193.9,78.6,129.2
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.9,329.6,25.8,76.5,164.0,68.5,148.5
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.9,328.5,24.4,71.7,163.8,98.3,146.0
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.3,307.4,21.4,68.1,198.4,76.6,122.6
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.6,302.5,26.0,75.5,196.1,77.2,124.6
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.5,308.4,24.5,77.9,166.7,73.1,138.2
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.6,313.8,23.2,70.2,155.6,76.0,126.4
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.4,309.0,26.7,76.5,157.6,77.9,131.0
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.4,321.8,21.6,70.0,156.9,96.1,142.3
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.6,323.1,22.4,76.5,168.7,87.8,125.0
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.4,326.7,24.2,71.7,183.1,83.5,145.2
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.9,300.4,24.7,71.4,183.6,83.2,127.6
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.5,306.9,26.8,72.8,181.1,63.5,128.3
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.6,328.6,21.3,66.7,172.7,90.5,129.1
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,8.0,304.2,22.4,76.1,179.8,82.1,128.2
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.1,301.6,26.2,77.0,163.1,97.0,129.3
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.6,324.8,25.9,65.3,153.7,89.2,136.5
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.2,324.2,25.0,78.7,189.0,70.3,142.7
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.2,303.6,23.5,67.2,165.7,82.5,143.0
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.6,329.8,25.6,74.8,160.1,75.3,143.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.5,320.1,24.7,74.4,194.4,95.4,132.7
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.7,308.5,21.8,75.1,190.2,72.8,135.3
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.6,300.8,21.8,69.6,181.3,72.4,142.9
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.9,303.3,24.2,68.0,186.2,63.8,128.3
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.6,323.7,21.5,78.2,193.3,84.3,127.0
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.6,306.1,26.8,66.1,166.4,73.6,147.0
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.6,320.6,21.1,70.0,187.7,70.6,142.1
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.0,329.6,24.4,66.7,184.0,98.5,133.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.5,303.6,24.5,72.6,168.3,61.6,130.7
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.9,321.4,22.8,66.8,169.1,95.5,147.8
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.2,306.0,25.3,72.8,159.9,93.6,120.8
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.7,328.8,22.6,76.2,168.0,70.4,133.8
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.2,329.6,21.3,76.8,177.8,80.6,144.6
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.5,315.2,24.2,67.7,162.4,94.7,147.4
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.8,318.6,21.9,71.8,157.3,84.6,127.8
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.8,319.1,22.4,69.2,154.2,71.5,130.3
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.8,304.2,23.7,73.5,177.4,71.5,147.5
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.8,311.4,24.9,77.0,177.3,71.2,134.9
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.8,320.7,22.9,71.9,171.4,66.3,143.3
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.1,303.9,23.2,77.6,194.3,85.6,134.7
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.7,314.4,22.1,70.9,155.5,84.6,135.8
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.9,315.6,25.3,65.1,150.3,90.4,146.6
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.5,314.1,25.0,76.8,163.0,93.0,135.6
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.9,308.4,21.1,71.8,163.6,71.0,136.7
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.5,327.2,26.5,75.5,173.7,73.1,145.5
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.5,315.8,26.4,69.9,183.0,91.5,139.6
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.2,307.1,25.1,73.8,160.0,82.7,125.0
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.3,324.1,22.2,76.2,194.4,77.1,146.3
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,6.7,305.8,23.3,69.5,183.5,81.9,133.6
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.9,307.0,24.8,75.1,193.2,72.5,120.6
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.2,308.2,22.9,68.8,169.7,71.1,142.9
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.4,306.3,21.6,73.0,195.1,91.8,126.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,8.0,319.5,26.2,75.1,150.1,63.5,134.5
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.7,304.4,21.6,70.8,180.5,65.3,139.1
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.3,307.8,24.0,65.1,159.7,76.6,132.2
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.3,303.3,24.6,66.0,177.8,99.7,148.5
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.2,302.3,26.5,70.1,187.4,87.0,144.4
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,6.6,313.3,23.3,69.1,174.9,96.9,129.3
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.2,314.1,26.4,79.6,155.8,80.0,143.7
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.5,303.9,22.1,79.5,184.1,92.6,132.4
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.6,328.8,23.9,79.5,160.9,64.0,141.7
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.1,312.8,23.8,71.0,182.7,85.4,128.6
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.8,312.8,26.3,70.6,179.2,80.8,146.0
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,8.0,320.8,24.7,70.4,187.2,95.6,129.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.1,314.6,25.2,66.5,171.1,70.4,137.0
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.2,321.0,26.1,79.2,197.8,95.0,126.8
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.4,312.5,24.2,77.1,156.0,98.0,132.7
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.6,311.2,23.2,77.2,183.7,98.3,142.3
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.7,322.6,24.6,73.2,178.1,97.2,125.1
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.2,301.0,21.3,66.4,189.3,82.8,147.5
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.6,309.5,24.7,67.9,196.8,65.2,138.3
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,7.9,317.4,23.0,79.0,181.9,87.9,139.1
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.6,320.6,21.4,69.0,190.7,84.2,124.4
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,7.6,307.7,23.7,76.4,188.9,82.9,139.4
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,7.8,315.9,21.6,79.8,194.4,78.8,133.6
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,8.0,318.0,23.1,65.5,167.6,92.6,138.3
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.0,312.5,22.8,77.9,183.0,65.2,147.7
Sugarcane,Kharif,Loamy,Jun,Sep,Irrigated,8.0,312.8,26.3,66.4,168.3,91.6,137.9
Sugarcane,Kharif,Loamy,Jul,Oct,Irrigated,6.6,300.0,25.3,67.1,195.0,63.4,139.3
Sugarcane,Kharif,Clay,Jun,Sep,Irrigated,6.6,318.1,21.9,74.4,159.7,78.3,143.0
Sugarcane,Kharif,Clay,Jul,Oct,Irrigated,7.3,320.6,21.8,71.7,167.3,82.8,121.7
